"Info","Info","Info","Objective","Objective","Extra Output","Variable","Variable","Variable","Variable","Variable",
"Iteration","Generation","Category","Total site energy consumption (kWh)","Discomfort ASHRAE 55 90% Acceptability (hr)","Cooling energy (kWh)","Window to Wall %","Site orientation (°)","Facade type","Local shading type","% External window opens",
"203","4","3-Non optimal","11310.63","1439.23760318251","24081.326","35","270","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","60",
"204","4","3-Non optimal","11214.12","1449.60583191119","23782.875","25","90","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","60",
"205","4","3-Non optimal","11582.26","1474.23529711911","24791.584","45","0","Layout 6x6-10-0.8M","No shading","60",
"206","4","3-Non optimal","11497.86","1464.08783174054","24571.436","35","0","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","60",
"207","4","3-Non optimal","11272.94","1471.5710063623","23949.393","50","180","Layout 5x3-10-0.8M","OVERHANG -3 SIDEFINS","80",
"208","4","3-Non optimal","11325.34","1440.22925476615","24121.381","20","270","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","70",
"209","4","3-Non optimal","11367.5","1441.1170696096","24240.964","10","270","Layout 5x5-10-1M","OVERHANG -2","70",
"210","4","3-Non optimal","11463.68","1450.53513834706","24464.164","40","90","Layout 5x3-10-0.6M","OVERHANG -1","60",
"211","4","3-Non optimal","11422.73","1461.74039806211","24361.068","15","0","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","70",
"212","4","3-Non optimal","11660.43","1502.09537496236","24982.174","25","180","Layout 4x3-10-0.6M","No shading","60",
"213","4","3-Non optimal","11679.51","1475.43999280464","25051.705","15","270","Layout 3x3-10-1M","No shading","70",
"214","4","3-Non optimal","11316.66","1451.78892582602","24064.596","15","90","Layout 4x3-10-0.8M","OVERHANG -2","60",
"215","4","3-Non optimal","11338.33","1438.3564363985","24165.920","50","270","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","80",
"216","4","3-Non optimal","11692.08","1475.73227270314","25089.305","45","270","Layout 3x3-10-0.8M","No shading","80",
"217","4","3-Non optimal","11423.92","1445.21961250513","24395.377","15","270","Layout 3x3-10-1M","OVERHANG -2","80",
"218","4","3-Non optimal","11523.03","1487.69333607423","24612.879","15","180","Layout 3x5-10-0.8M","OVERHANG -1","70",
"219","4","3-Non optimal","11271.29","1472.91539108266","23940.923","35","180","Layout 5x3-10-0.8M","OVERHANG -3 SIDEFINS","60",
"220","4","3-Non optimal","11416.43","1456.45844499772","24357.837","50","0","Layout 5x5-10-1M","OVERHANG -2","70",
"221","4","3-Non optimal","11781.06","1495.41926837995","25321.503","35","0","Layout 3x6-10-0.8M","No shading","50",
"222","4","1-Optimal","11216.52","1448.81142348609","23793.556","10","90","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"223","4","3-Non optimal","11337.64","1448.82780707614","24126.173","30","90","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"224","4","3-Non optimal","11344.02","1454.20808798769","24156.392","20","0","Layout 6x3-10-0.8M","OVERHANG -4 - SDEFINS","60",
"225","4","3-Non optimal","11304.05","1448.01452140917","24030.065","30","90","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"226","4","3-Non optimal","11183.04","1469.38249801416","23698.887","40","180","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","80",
"227","4","3-Non optimal","11402.11","1447.32279685654","24327.564","35","270","Layout 5x5-10-0.6M","OVERHANG -3 SIDEFINS","50",
"228","4","3-Non optimal","11379.8","1450.45536622152","24229.269","30","90","Layout 4x5-10-0.8M","OVERHANG -3 SIDEFINS","50",
"229","4","3-Non optimal","11409.76","1442.71723039729","24361.090","40","270","Layout 3x4-10-0.6M","OVERHANG -2","80",
"230","4","3-Non optimal","11410.65","1451.19063825901","24313.175","25","90","Layout 6x6-10-0.8M","OVERHANG -1","60",
"231","4","3-Non optimal","11487.1","1451.0307772008","24527.258","35","90","Layout 4x4-10-0.8M","OVERHANG -1","60",
"232","4","3-Non optimal","11310.63","1439.23760318251","24081.326","15","270","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","60",
"233","4","3-Non optimal","11437.85","1479.32654949991","24390.369","15","180","Layout 5x5-10-0.6M","OVERHANG -1","70",
"234","4","3-Non optimal","11219.53","1473.6087400429","23794.472","40","180","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"235","5","3-Non optimal","11337.33","1438.78011127247","24161.461","45","270","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","70",
"236","5","3-Non optimal","11641.02","1477.58977142933","24953.188","45","0","Layout 5x3-10-0.6M","No shading","50",
"237","5","3-Non optimal","11407.78","1444.53252269251","24350.779","25","270","Layout 5x5-10-0.6M","OVERHANG -3 SIDEFINS","80",
"238","5","3-Non optimal","11575.76","1474.54060161394","24771.730","50","0","Layout 6x3-10-1M","No shading","50",
"239","5","3-Non optimal","11368.45","1446.1968798971","24231.221","35","270","Layout 6x3-10-0.6M","OVERHANG -3 SIDEFINS","50",
"240","5","3-Non optimal","11341.96","1446.47337048499","24132.466","10","90","Layout 4x6-10-0.1M","OVERHANG -2","60",
"241","5","3-Non optimal","11623.75","1476.29074296084","24887.003","40","270","Layout 6x5-10-0.6M","No shading","50",
"242","5","3-Non optimal","11335.78","1480.34406581595","24108.572","35","180","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","60",
"243","5","3-Non optimal","11178.32","1452.71890455565","23678.137","45","90","Layout 6x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"244","5","3-Non optimal","11334.93","1443.64800818277","24143.053","50","270","Layout 6x5-10-0.6M","OVERHANG -4 - SDEFINS","60",
"245","5","3-Non optimal","11536.05","1463.38279440777","24638.587","20","90","Layout 6x6-10-0.6M","No shading","50",
"246","5","3-Non optimal","11390.2","1444.90715956767","24300.915","35","270","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","70",
"247","5","3-Non optimal","11428.08","1446.54549262717","24405.795","15","270","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"248","5","3-Non optimal","11286.04","1448.80351547663","23984.314","35","90","Layout 3x4-10-1M","OVERHANG -2","80",
"249","5","3-Non optimal","11367.5","1441.1170696096","24240.964","35","270","Layout 5x3-10-1M","OVERHANG -2","70",
"250","5","3-Non optimal","11280.24","1445.88673498944","23963.569","20","90","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","60",
"251","5","3-Non optimal","11284.11","1453.308751491","23970.752","30","90","Layout 5x3-10-0.8M","OVERHANG -3 SIDEFINS","60",
"252","5","3-Non optimal","11422.09","1461.45202275629","24360.187","50","0","Layout 6x5-10-0.8M","OVERHANG -4 - SDEFINS","80",
"253","5","3-Non optimal","11723.59","1480.4663350907","25166.534","50","270","Layout 3x6-10-0.6M","No shading","60",
"254","5","3-Non optimal","11290.45","1477.43281224647","23983.497","30","180","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","60",
"255","5","3-Non optimal","11338.33","1438.3564363985","24165.920","50","270","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"256","5","3-Non optimal","11454.61","1450.26710186341","24439.036","25","90","Layout 5x3-10-0.8M","OVERHANG -1","60",
"257","5","3-Non optimal","11312.89","1438.82740997467","24089.380","40","270","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","60",
"258","5","3-Non optimal","11463.9","1486.99181141524","24438.056","50","180","Layout 6x5-10-1M","OVERHANG -1","50",
"259","5","3-Non optimal","11475.45","1465.24040801094","24506.843","30","0","Layout 4x5-10-1M","OVERHANG -4 - SDEFINS","50",
"260","5","3-Non optimal","11695.48","1469.48314799716","25071.874","45","90","Layout 4x6-10-0.6M","No shading","50",
"261","5","3-Non optimal","11461.41","1462.56481943277","24469.538","45","0","Layout 5x4-10-1M","OVERHANG -3 SIDEFINS","50",
"262","5","3-Non optimal","11254.22","1446.39951472736","23887.659","50","90","Layout 6x4-10-0.8M","OVERHANG -2","80",
"263","5","3-Non optimal","11380.66","1476.83461992631","24230.277","35","180","Layout 6x6-10-1M","OVERHANG -1","70",
"264","5","3-Non optimal","11437.85","1479.32654949991","24390.369","25","180","Layout 5x3-10-0.6M","OVERHANG -1","70",
"265","5","3-Non optimal","11219.53","1473.6087400429","23794.472","45","180","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"266","5","3-Non optimal","11721.73","1469.60077229457","25147.947","40","90","Layout 3x6-10-0.8M","No shading","70",
"267","5","3-Non optimal","11337.64","1448.82780707614","24126.173","10","90","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","70",
"268","5","3-Non optimal","11419.03","1456.28636976747","24367.247","15","0","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","60",
"269","5","3-Non optimal","11636.66","1472.64221338154","24949.433","45","0","Layout 4x3-10-0.6M","OVERHANG -1","60",
"270","5","3-Non optimal","11355.67","1480.05740596804","24154.299","50","180","Layout 5x6-10-0.8M","OVERHANG -3 SIDEFINS","50",
"271","5","3-Non optimal","11379.3","1456.92416063019","24249.876","10","0","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"272","5","3-Non optimal","11380.66","1476.83461992631","24230.277","15","180","Layout 6x6-10-1M","OVERHANG -1","70",
"273","5","3-Non optimal","11312.89","1438.82740997467","24089.380","35","270","Layout 6x6-10-0.6M","OVERHANG -4 - SDEFINS","60",
"274","5","3-Non optimal","11333.49","1440.34829046084","24145.738","10","270","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","50",
"275","5","3-Non optimal","11664.85","1477.02477053735","25023.094","30","0","Layout 3x5-10-0.8M","OVERHANG -1","80",
"276","5","3-Non optimal","11183.18","1469.85784371168","23698.119","40","180","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","70",
"277","5","3-Non optimal","11478.5","1453.90724727353","24489.797","50","90","Layout 6x5-10-0.8M","OVERHANG -1","50",
"278","5","3-Non optimal","11399.24","1443.62226977125","24328.023","25","270","Layout 3x3-10-0.8M","OVERHANG -4 - SDEFINS","60",
"279","5","3-Non optimal","11216.57","1449.88667320049","23793.877","30","90","Layout 5x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"280","5","3-Non optimal","11576.71","1499.14770230222","24742.981","10","180","Layout 6x5-10-1M","No shading","60",
"281","5","3-Non optimal","11577.16","1463.07573409906","24792.393","40","270","Layout 3x5-10-0.8M","OVERHANG -1","70",
"282","5","3-Non optimal","11302.41","1448.69227742435","24022.905","45","90","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","50",
"283","5","3-Non optimal","11219.29","1474.30613558321","23792.274","40","180","Layout 6x4-10-0.6M","OVERHANG -4 - SDEFINS","70",
"284","6","3-Non optimal","11273.49","1476.32972045461","23944.043","40","180","Layout 4x3-10-1M","OVERHANG -4 - SDEFINS","50",
"285","6","3-Non optimal","11328.95","1449.5397504628","24098.848","35","90","Layout 3x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"286","6","3-Non optimal","11425.83","1458.05792978157","24380.406","20","0","Layout 5x5-10-1M","OVERHANG -3 SIDEFINS","60",
"287","6","3-Non optimal","11381.83","1453.7405829555","24268.262","25","0","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"288","6","3-Non optimal","11536.05","1463.38279440777","24638.587","10","90","Layout 6x6-10-0.6M","No shading","50",
"289","6","3-Non optimal","11180.84","1450.41557154082","23685.013","20","90","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","60",
"290","6","3-Non optimal","11419.29","1455.81421986269","24370.262","20","0","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","70",
"291","6","3-Non optimal","11402.53","1450.48582598924","24291.967","35","90","Layout 6x3-10-1M","OVERHANG -1","70",
"292","6","3-Non optimal","11515.85","1451.14233666965","24598.099","45","90","Layout 4x5-10-1M","OVERHANG -1","50",
"293","6","3-Non optimal","11455.6","1481.01967677804","24435.786","20","180","Layout 4x4-10-1M","OVERHANG -1","70",
"294","6","3-Non optimal","11487.49","1450.63664130998","24530.795","40","90","Layout 3x4-10-0.8M","OVERHANG -1","70",
"295","6","3-Non optimal","11668.96","1481.5401603566","25028.426","10","0","Layout 4x4-10-1M","No shading","60",
"296","6","3-Non optimal","11249.7","1448.15366910589","23883.646","45","90","Layout 5x4-10-1M","OVERHANG -4 - SDEFINS","80",
"297","6","3-Non optimal","11409.77","1455.69994046102","24341.765","20","0","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","70",
"298","6","3-Non optimal","11338.33","1438.3564363985","24165.920","20","270","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","80",
"299","6","3-Non optimal","11310.63","1439.23760318251","24081.326","20","270","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","60",
"300","6","3-Non optimal","11251.68","1474.34601962579","23886.059","20","180","Layout 5x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"301","6","3-Non optimal","11623.59","1476.28883560058","24907.132","25","0","Layout 5x3-10-1M","No shading","60",
"302","6","3-Non optimal","11180.84","1450.41557154082","23685.013","45","90","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","60",
"303","6","3-Non optimal","11455.1","1461.80033539428","24455.158","40","0","Layout 5x4-10-0.6M","OVERHANG -2","50",
"304","6","3-Non optimal","11234.68","1472.15670881331","23834.139","45","180","Layout 6x3-10-1M","OVERHANG -3 SIDEFINS","50",
"305","6","3-Non optimal","11369.87","1450.33479637636","24208.385","20","90","Layout 3x5-10-0.6M","OVERHANG -2","50",
"306","6","3-Non optimal","11580.11","1465.39016993811","24757.108","40","90","Layout 6x4-10-0.6M","No shading","70",
"307","6","3-Non optimal","11380.97","1449.19060423886","24235.156","40","90","Layout 4x6-10-0.8M","OVERHANG -3 SIDEFINS","60",
"308","6","3-Non optimal","11484.86","1464.72059231032","24534.855","45","0","Layout 4x5-10-0.6M","OVERHANG -4 - SDEFINS","50",
"309","6","3-Non optimal","11380.82","1448.59189613495","24236.626","40","90","Layout 4x6-10-0.8M","OVERHANG -3 SIDEFINS","70",
"310","6","3-Non optimal","11386.27","1477.60850697366","24243.850","15","180","Layout 6x6-10-0.8M","OVERHANG -1","60",
"311","6","3-Non optimal","11653.92","1478.99338658373","24983.474","40","0","Layout 4x6-10-0.8M","OVERHANG -1","50",
"312","6","3-Non optimal","11218.02","1473.74386392583","23788.794","45","180","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"313","6","3-Non optimal","11513.12","1463.0216430797","24620.393","20","0","Layout 3x5-10-0.6M","OVERHANG -4 - SDEFINS","80",
"314","6","3-Non optimal","11481.62","1463.48073360328","24529.747","35","0","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","70",
"315","6","3-Non optimal","11335.78","1480.34406581595","24108.572","40","180","Layout 3x6-10-1M","OVERHANG -4 - SDEFINS","60",
"316","6","3-Non optimal","11799.06","1495.86785551088","25379.561","20","0","Layout 3x5-10-0.6M","No shading","80",
"317","6","3-Non optimal","11380.8","1454.41164490681","24261.797","15","0","Layout 5x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"318","6","3-Non optimal","11621.68","1478.45438300076","24894.297","35","0","Layout 6x4-10-0.1M","No shading","80",
"319","6","3-Non optimal","11611.67","1468.15759074928","24840.253","20","90","Layout 6x5-10-0.6M","No shading","70",
"320","6","3-Non optimal","11418.9","1458.77251053564","24361.466","30","0","Layout 5x4-10-0.6M","OVERHANG -4 - SDEFINS","60",
"321","6","3-Non optimal","11401.43","1442.40744736713","24338.268","15","270","Layout 3x3-10-0.8M","OVERHANG -4 - SDEFINS","80",
"322","6","3-Non optimal","11183.18","1469.85784371168","23698.119","25","180","Layout 6x3-10-1M","OVERHANG -4 - SDEFINS","70",
"323","6","3-Non optimal","11282.5","1476.25899086867","23973.155","40","180","Layout 4x3-10-0.8M","OVERHANG -4 - SDEFINS","60",
"324","6","3-Non optimal","11670.53","1484.91919487395","25021.372","20","0","Layout 6x5-10-0.8M","No shading","80",
"325","6","3-Non optimal","11625.35","1475.74142794846","24893.698","45","270","Layout 6x5-10-0.6M","No shading","60",
"326","6","3-Non optimal","11390.48","1443.76752708069","24302.209","10","270","Layout 3x3-10-1M","OVERHANG -4 - SDEFINS","60",
"327","6","3-Non optimal","11355.25","1444.00674235363","24200.512","15","270","Layout 6x4-10-0.8M","OVERHANG -2","80",
"328","7","3-Non optimal","11378.75","1454.66629958785","24255.207","20","0","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","60",
"329","7","3-Non optimal","11567.95","1462.72608079411","24765.653","30","270","Layout 3x6-10-1M","OVERHANG -1","70",
"330","7","3-Non optimal","11407.44","1450.29628361487","24307.923","50","90","Layout 3x5-10-0.8M","OVERHANG -3 SIDEFINS","60",
"331","7","3-Non optimal","11669.78","1486.43259927085","25014.389","45","0","Layout 6x5-10-0.8M","No shading","50",
"332","7","3-Non optimal","11358.79","1444.98850940316","24211.603","15","270","Layout 5x6-10-1M","OVERHANG -4 - SDEFINS","60",
"333","7","3-Non optimal","11280.93","1450.81422943802","23955.045","10","90","Layout 6x4-10-0.8M","OVERHANG -3 SIDEFINS","70",
"334","7","3-Non optimal","11337.33","1438.78011127247","24161.461","50","270","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","70",
"335","7","3-Non optimal","11796.28","1497.57894864699","25364.173","25","0","Layout 3x5-10-0.6M","No shading","50",
"336","7","3-Non optimal","11384.58","1454.81873156911","24273.415","10","0","Layout 5x5-10-0.6M","OVERHANG -4 - SDEFINS","60",
"337","7","3-Non optimal","11243.58","1472.37628063112","23868.018","45","180","Layout 4x4-10-1M","OVERHANG -4 - SDEFINS","70",
"338","7","3-Non optimal","11324.08","1449.64834735445","24084.582","40","90","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","60",
"339","7","3-Non optimal","11343.08","1480.18771298268","24130.112","30","180","Layout 3x6-10-0.8M","OVERHANG -4 - SDEFINS","60",
"340","7","3-Non optimal","11659.32","1475.47069030402","24993.682","15","270","Layout 5x6-10-0.6M","No shading","70",
"341","7","3-Non optimal","11380.66","1476.83461992631","24230.277","20","180","Layout 6x6-10-1M","OVERHANG -1","70",
"342","7","3-Non optimal","11257.37","1448.68552385466","23904.114","30","90","Layout 5x5-10-1M","OVERHANG -2","70",
"343","7","3-Non optimal","11318.48","1478.26904361019","24061.167","40","180","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"344","7","3-Non optimal","11471.34","1460.22001669459","24504.206","20","0","Layout 3x3-10-1M","OVERHANG -2","60",
"345","7","3-Non optimal","11440.21","1458.62770965723","24418.792","20","0","Layout 3x3-10-1M","OVERHANG -4 - SDEFINS","50",
"346","7","3-Non optimal","11680.28","1467.1509417841","25034.031","10","90","Layout 3x3-10-0.8M","No shading","50",
"347","7","3-Non optimal","11377.53","1439.82939601152","24275.695","15","270","Layout 4x4-10-0.6M","OVERHANG -4 - SDEFINS","80",
"348","7","3-Non optimal","11325.52","1448.4193414453","24092.535","50","90","Layout 3x5-10-1M","OVERHANG -4 - SDEFINS","80",
"349","7","3-Non optimal","11317.65","1451.1039571344","24060.923","30","90","Layout 5x4-10-0.8M","OVERHANG -3 SIDEFINS","60",
"350","7","3-Non optimal","11519.64","1488.19368202971","24600.597","45","180","Layout 4x6-10-0.8M","OVERHANG -1","70",
"351","7","3-Non optimal","11562.39","1463.63595914608","24709.955","50","90","Layout 6x4-10-0.1M","No shading","80",
"352","7","3-Non optimal","11213.83","1470.9773933153","23785.201","50","180","Layout 5x5-10-1M","OVERHANG -4 - SDEFINS","60",
"353","7","3-Non optimal","11365.08","1442.81547024541","24232.619","50","270","Layout 4x4-10-0.8M","OVERHANG -4 - SDEFINS","50",
"354","7","3-Non optimal","11379.77","1457.13375567076","24249.370","45","0","Layout 6x4-10-0.8M","OVERHANG -4 - SDEFINS","70",
"355","7","3-Non optimal","11510.42","1451.72605373176","24585.855","35","90","Layout 5x6-10-0.8M","OVERHANG -1","60",
"356","7","3-Non optimal","11245.99","1452.56801243238","23857.685","45","90","Layout 6x6-10-1M","OVERHANG -3 SIDEFINS","50",
"357","7","3-Non optimal","11336.1","1439.61435500662","24155.379","50","270","Layout 5x3-10-1M","OVERHANG -4 - SDEFINS","60",
"358","7","3-Non optimal","11318.48","1478.26904361019","24061.167","20","180","Layout 4x5-10-0.8M","OVERHANG -4 - SDEFINS","60",
"359","7","3-Non optimal","11695.79","1468.58951167136","25075.864","45","90","Layout 4x5-10-0.6M","No shading","60",
"360","7","3-Non optimal","11353.04","1476.31778220393","24162.831","45","180","Layout 3x3-10-0.6M","OVERHANG -3 SIDEFINS","60",
"361","7","3-Non optimal","11689.87","1478.38609613921","25075.106","35","270","Layout 4x6-10-0.6M","No shading","60",
"362","7","3-Non optimal","11345.52","1453.95274891453","24159.787","40","0","Layout 6x6-10-1M","OVERHANG -4 - SDEFINS","60",
"363","7","3-Non optimal","11314.46","1452.37044865534","24053.571","35","90","Layout 3x4-10-1M","OVERHANG -3 SIDEFINS","60",
"364","7","3-Non optimal","11435.82","1482.35767567023","24369.828","30","180","Layout 6x4-10-0.8M","OVERHANG -1","60",
